,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,y
191,-13.34312725,-4.15671158,7.98741961,-2.22709489,3.00920248,4.83375263,-5.48773193,-2.8041029,-0.08797455,2.23256564,-1.11494327,3.03913951,0.01155996,4.0159111,-0.73335314,1.33176637,0.0474,-2.47266483,-2.63007855,4.0532403,-2.77349329,2.6145792,4.66857862,0.68390656,0.76924098,0.4170278,2.78596926,-0.8290261,0.49153066,0.02019978,-2.21305895,-0.27333689,1.57688618,0.96561104,1.2039212,-2.07966661,1.08078384,-0.09745401,0.17248261,-1.23094785,-0.85999501,-0.0889696,0.50533926,0.43340975,1.28156137,1.00179017,-0.84339595,0.12798333,0.4502064,0.65315306,0.57265258,-0.4975028,-0.16621494,-0.26635861,-0.44168788,-0.39044794,0.63348603,-0.96998298,-0.77168381,-0.71521354,-0.10796407,-0.21864112,0.79449141,-1.40089524,1
1590,10.45451355,6.14645863,9.13904095,-1.15436172,-1.59515584,-5.72259903,1.66712403,2.22107744,4.89022732,2.11177611,-2.21682835,1.77151895,-1.31441164,0.34949502,-3.44412804,0.21981609,0.99711728,-3.8904562,3.71491122,-1.85824895,1.4223696,0.62791866,0.77513385,-0.75065827,-0.99434298,-1.09978497,1.10469854,0.52418792,0.30271554,1.05742717,-3.32545948,-0.07486987,1.98812544,-0.15267497,-3.02421665,-2.11564779,-0.27184486,0.93941528,-0.81588542,1.19620717,-0.89773977,3.19889569,-1.01460063,0.02829538,-0.72579813,0.11481908,-1.45127749,0.3796699,1.45928383,-0.59558111,-0.33487207,0.16236722,0.75799775,0.46975517,-0.88235492,-0.84176898,1.66311097,0.63628781,-0.10985652,-1.27772033,-0.43053475,-1.3881048,-0.22158068,-1.67166543,8
1443,4.97011232,-10.13485146,3.25666499,10.86199951,1.33802474,4.22257757,0.07126951,-4.18672276,-0.59997416,-0.97217512,-5.51651287,0.36463308,2.11292839,-1.37610781,1.76805544,0.54422975,-0.38982892,3.51989865,-0.28872344,2.89445448,2.27199364,0.33853292,2.63777566,1.00592566,-0.45571211,0.71227682,-1.34367669,-0.90985239,-1.25523901,2.85061073,-3.4575758,-0.05213833,-0.29574138,-1.34973216,-1.15767455,-0.48780265,-0.29661441,1.54196525,-0.3360163,1.50067329,0.19763339,0.98304856,-2.64710188,-3.06753945,-1.10550177,-0.28590184,0.42537427,-0.36592889,-1.48861027,-1.30001426,1.04662526,-0.10934412,1.52694869,0.17097628,-0.4796173,-0.89148968,1.03595328,0.58286941,-0.36504412,0.01502073,-0.41911525,-1.40448856,-0.22264355,-0.46645382,8
1436,0.02865684,-12.43686581,3.77649331,12.91740322,0.67938113,5.56528187,2.58689427,-1.63177872,3.39422178,-2.14172363,-4.42609215,1.3964293,4.13494778,-0.38719666,-0.61186409,-1.8897922,-1.99590695,4.76413631,-1.99063241,0.57889271,2.35885406,2.36573076,1.37496233,0.03888702,-0.22792977,0.65553188,0.00176644,1.14686775,-1.9501152,1.12091017,-2.72842789,1.74484968,3.03983831,-1.69514966,1.29829216,1.480497,1.1752193,2.38264704,-0.10241127,2.32073379,0.87766528,0.22668365,-1.50663245,-1.36310756,-1.22396648,-0.1038426,1.86054611,-1.72756553,0.43105811,0.75346768,0.27070785,-0.70266819,0.19432235,0.53777272,0.02900243,0.45793939,0.91762638,0.2208816,-0.20205697,-1.32334137,-0.29678771,0.23293757,0.71445549,-1.26437449,8
1085,6.40416527,-4.99738789,1.01815617,-1.16543365,-0.91964591,-3.54872108,-2.5265007,0.62772566,-4.08951616,-2.94865584,8.05456734,7.10527897,4.83999157,-0.18924239,-4.20552444,2.27067828,2.69473767,-0.61663806,-1.68550754,4.97508049,2.44385576,-0.41789573,-0.8581475,-4.26171494,-2.70654297,-2.04714966,-0.20610103,4.0882616,-0.22872019,3.96479082,-3.78837013,0.73641968,-0.23878576,-1.22774673,-1.32464981,1.65547585,2.48188329,1.73991227,0.58362961,0.03719527,1.9508605,0.61148739,1.98458993,-0.21772912,-0.23175848,-0.07807004,0.71719998,-3.11139703,0.2602953,-2.28490496,0.84818101,0.57282269,0.51275563,-0.19377983,-0.31567699,1.1837306,1.50849175,-0.58776665,-0.57519341,0.52901971,-1.34975719,0.15734613,-0.70418942,0.58302629,6
449,4.36103582,3.364182,4.12863779,-3.78665018,2.46159792,0.82835042,-0.77764988,5.2960062,-7.36758089,1.02793276,-4.56478119,-2.90083385,1.33925056,-3.5957067,-0.64082766,0.53009021,3.16161036,-1.36522496,-3.7162044,-1.09679461,3.54168463,4.43719387,1.7119149,-4.15667105,0.75556731,-1.10070395,4.88931561,-2.12249279,0.79200339,0.11844462,-1.93182313,-0.10374498,-3.32696557,-0.89506501,0.75940037,-1.76888382,2.20333409,-0.24656135,1.18307698,0.57472682,-0.73449755,-0.80004996,-2.03110886,-1.45720017,-1.16225755,1.14471722,-0.46426857,-1.04092503,0.79857987,0.1014396,-0.49107605,-0.6921885,-0.32593083,-0.99930859,-0.29746741,-0.82775468,-0.31294346,0.44794011,1.01073456,-1.10129571,-0.3966887,-1.14330351,0.92737341,1.21474063,3
205,-3.61245489,4.18453646,-6.8438735,-6.78325319,4.89375877,-0.01538491,8.31202221,-2.42372513,1.14180875,-6.71122885,0.76837349,6.21299601,-0.17585063,0.60146332,3.84775734,-4.87521982,1.85486269,6.65396404,-1.85251629,-3.94102311,2.5933764,0.46677491,-2.35976529,0.45998764,0.05623519,-6.99017429,-1.1374042,-1.7057116,-0.75548315,2.57798481,1.83078098,0.22171259,-0.25874251,0.01897991,-1.55069065,2.74881172,1.64194512,2.23095298,-1.45268905,-0.42124611,-0.61584485,0.59584713,-1.21449018,0.27245939,-2.77026558,0.25024974,0.94154382,-0.39840627,2.38541436,0.87307549,1.46419108,0.44990844,-1.12431693,-1.84533477,0.43472275,-0.17012644,0.83793032,1.37487996,-1.67011499,-0.30361873,-0.36468786,-0.28038317,0.59305906,0.98690456,2
1578,2.80396557,-11.5819931,-0.64824611,3.1888082,5.41879559,-1.49741507,-3.15860319,-2.71887279,-1.771029,-3.92845011,-4.43031263,2.7005806,4.95515585,-0.6544199,2.11935806,-3.48905468,2.49105859,3.12592006,-1.31511593,3.87871218,3.68210554,-0.63949531,2.50500202,1.6157012,0.57665253,1.7774061,0.67217076,-0.65370893,-1.74482346,2.07742929,-3.319139,-1.93877804,-0.49171782,1.48174667,-1.22764301,-0.89147496,-3.11838341,0.83555567,-1.53369582,0.75298166,0.64541805,0.24651757,0.11111598,-1.54999089,-1.73073113,0.93362355,-0.34415215,-0.64455962,-0.66558808,-0.5502907,0.01025473,0.17795229,0.82412219,1.73370016,0.60152698,-0.59071839,0.76964474,0.5670284,1.17903924,-0.47468382,-0.6607269,-0.52741778,1.04742181,-0.10987661,8
1958,11.47818756,-7.25051832,2.50331521,-1.61293042,0.21981263,-0.48852098,-5.60830784,0.84397173,-8.43286133,-1.53566802,1.50611508,2.92819715,1.60396993,1.86582065,1.00538421,2.10510111,-0.40123057,2.04868293,-2.86891198,-0.32998133,0.11886648,-3.35263491,-1.28188944,-0.56096268,1.63004172,-0.08574298,0.17477512,-0.96470314,0.3622427,-1.03244901,-0.79224479,-2.05999899,1.45933414,-2.39550281,-0.86952019,-1.74284279,1.98695827,0.44969624,-1.53906906,3.54831481,0.19923353,0.97572577,-0.53537369,-0.16657287,2.11894894,0.01339915,-1.14500475,-0.21553349,-0.28132153,0.26740038,0.93740827,1.82685292,-0.78384304,-1.62717104,1.07430506,0.22381401,0.11792803,0.52431434,0.54291946,1.0077492,0.58608925,-0.23285,0.24448526,-1.08583963,10
1456,14.9500618,3.88165236,7.7758069,1.61468065,-3.49585438,2.08430576,-3.67622089,2.06186867,1.42749739,1.28171134,0.87715447,-0.81806636,-0.92817569,-1.50356424,-0.00322342,3.70625067,-0.29712963,2.04904222,2.50032139,-1.31522489,2.49411583,0.59868693,1.60510468,-1.56966949,-0.87366855,1.35240483,-0.18957758,1.09315014,-1.28512239,-0.13636899,-0.30047643,2.37191582,-0.29521471,-0.15770656,-1.01591778,-2.44232035,1.47055459,-1.48963976,-0.8445276,-0.32173792,-1.05502689,0.5135923,-1.08375859,-0.79136652,0.64244413,0.87609839,0.22421148,0.49571121,0.64979428,-0.13540155,-0.39990199,-0.97083271,-0.251302,0.65094209,0.96330857,-0.12733787,2.64844108,0.70227695,-0.20693401,-1.36882257,-0.86530846,-0.2818265,0.89220977,1.44768476,8
127,-10.61531258,-6.5037775,0.06118232,1.68891597,3.59077406,1.94703078,-9.55586815,-4.56004047,-1.57884121,-0.46494412,-0.67149878,-1.72158122,2.22364163,-1.23989666,-1.24958658,3.28563881,3.51391006,1.96753049,0.58626646,4.56688023,-1.2243855,-0.69595569,2.1431427,0.34024501,-0.41157141,-0.63233519,2.92027473,0.76074553,2.98088503,0.84766173,-1.12965333,-1.01765776,-0.98171568,-0.17787367,1.09916246,0.85802162,-1.77967072,-0.96555871,1.72617424,-1.53034949,-1.20966768,0.67854869,0.27438989,1.4363662,-0.15439653,-0.43914473,-0.14129631,0.18303514,-1.58649778,-0.15662831,-0.05875339,1.33999896,0.7850306,-1.66926742,0.26774126,0.37456787,0.33892941,-2.45183778,-0.5210098,0.76223731,-0.05448924,-0.45767945,-1.67489791,-0.00599263,1
797,6.93107271,-0.5839839,-2.10283303,7.84635353,-2.06252766,-2.58522987,-3.49416685,-3.64650607,-4.99210215,3.18719578,7.21945095,2.99687028,3.54051018,1.60988009,-0.04085922,2.00429583,1.86263824,0.76945996,-3.88518238,2.77519321,0.30426973,-1.65779281,1.23876989,-0.59225321,-3.63146496,-2.92190075,-0.93913192,2.57042885,0.91657925,1.16798818,-0.96566808,0.64985681,-1.70090437,0.91849685,-1.7700119,-3.79242206,2.23882365,-0.78573734,0.68433964,1.25893986,0.32222307,1.3395232,-1.93242955,0.18696803,1.1251806,-0.19441023,1.48868406,-1.33383298,1.67104292,-1.31229639,1.18825352,0.47032475,1.43094838,1.05535197,-0.43733388,-1.74737763,-2.21849871,-0.38252634,-0.38590804,-0.22726673,-1.39228201,2.07636261,0.66323137,-0.35208073,4
850,-8.31881046,-4.50256968,-6.17820597,-6.15099573,3.48806858,5.99106216,7.44265556,-3.2337606,1.85061002,-5.29711151,0.60599899,5.74040413,-0.62877822,1.06767392,-1.34030819,-4.18131733,5.05193996,3.43794465,-4.15360737,-2.01895881,0.65902174,-0.67641228,0.21126845,2.09735632,-2.86629677,-4.33894062,0.96388972,-1.26216137,-1.77175665,2.27950478,-2.01255178,-0.39863586,-0.89301884,-1.63962555,-3.51931214,2.52270174,-0.38248253,-0.16260773,-0.40457451,0.46401107,1.52942491,1.2173562,-1.85417438,-2.42789721,-1.31121743,2.35777473,1.89917421,0.88974226,0.99645871,-0.0850271,-0.18188433,0.9411518,0.6157558,-1.1649735,-0.14444083,-0.14276737,-1.10460043,-0.81439263,-2.60153413,-1.46752334,0.69148189,0.40009922,0.78670621,-1.28610682,5
206,-4.35978699,-9.79081726,-2.81821322,11.10414791,5.87873411,1.97410929,-1.90409899,6.76705074,1.66416073,0.95780444,-2.83071899,8.25202084,2.04063392,-3.37380075,0.07847643,1.54620349,0.40503669,5.53522015,-3.39036345,-1.12830472,1.10568714,-2.96063328,0.85919321,-0.66692305,0.67976284,-1.80761027,1.21634936,1.67293096,0.6391499,-0.50296307,0.57305884,4.63362217,-0.95963597,-1.43378496,1.45601225,-0.68273091,-1.02680874,-1.65438795,-0.40515244,1.91392851,0.28666174,-2.20021152,-1.50728309,-0.07827763,-1.72861898,-1.00911999,0.85528004,-0.82098818,-1.45645022,-0.15652615,0.02672993,-0.86267567,-1.33519793,0.04559648,0.60405219,0.68622589,-0.07215762,-0.92018604,1.39120531,1.27676857,-1.26241183,-0.43262509,2.51787996,0.15095341,2
1238,-10.33540535,6.04920483,-2.51118565,-2.17317486,-0.20908767,-3.21643901,-0.70171165,-4.4785223,0.97730827,-10.48890495,-0.72536659,-1.95740533,-2.62509608,-0.89484936,-3.17433119,3.17570019,1.00453091,2.31321812,-1.37534297,-0.31783843,-3.82447338,-2.27365398,3.95829844,0.39065671,-0.56742835,-1.58308411,-0.51585352,0.76370668,3.13429451,1.16748011,-0.7381891,1.00061035,-0.17008893,1.19241333,-0.44175696,-0.16995069,-0.59611893,-0.34699792,0.28645647,-0.14933151,-0.60838801,-1.34619558,-0.76019239,0.36923474,1.13623536,0.63293046,1.0846386,-0.81549191,-0.75343323,0.12383652,0.5012874,1.3428905,-1.10209703,0.35578191,0.47553417,1.58741045,1.09565878,-1.81525242,-0.83992207,1.18575633,1.15092301,-0.78305215,-0.40203053,0.4791722,7
617,3.70776224,7.8067131,0.79800963,7.45260286,3.70371628,-1.68159103,3.81564426,-10.7560873,3.63706303,-1.74964762,0.31225109,-0.27705693,0.50373226,3.35671282,-2.00984144,3.28593206,1.74715805,0.42058337,-0.9982599,-1.57606792,-0.25738925,-0.79338139,4.86198616,-1.18572855,-1.06108069,-0.1535871,-1.03897202,0.26361346,-3.12620974,0.03023922,0.74288535,1.47109461,2.18965411,-0.18366295,-1.03976393,-2.77336121,2.02344441,-0.44311816,1.62090492,-0.94338328,-3.51595616,0.66891849,-2.30310631,-1.31237137,0.33225489,-0.42802382,3.41609311,0.6689508,0.07900858,-0.13551569,0.76990765,-0.26246905,-0.00642705,0.45701545,1.34307742,0.27805924,0.5651691,-0.30469716,1.11627626,-1.60079181,-0.70318627,-0.72487944,-1.01736712,0.60692084,4
1911,10.29588699,-3.47903204,0.17489827,2.20270658,5.82414293,-1.01304126,-3.06461906,-1.63996196,-6.60459471,0.99919653,0.52127218,2.3809123,6.97287178,-4.13447189,2.45784426,-2.23834133,-0.44911563,0.75114524,-1.83516073,-0.3590641,1.77340817,-4.44974613,1.58999968,1.81017923,1.38433993,-0.25618154,-0.55423993,-1.90463114,-0.56371164,0.00642097,-0.35362184,0.33302236,0.22393215,1.03690314,-1.21186996,-0.93256032,0.52510095,1.74746025,-0.73280323,1.06392872,0.98613143,0.79814696,1.25393176,-2.81389713,-2.41390657,0.64602125,-0.85977316,0.5786835,0.19463968,-0.11483639,0.09204368,-2.05008268,0.7257427,0.15331936,0.8317312,-1.83800149,0.34458947,0.34930813,0.7030322,-0.72594035,0.16708271,1.23555708,1.23943484,0.77989572,10
1208,-16.45930481,-0.71465564,4.21964264,-4.78358459,3.32794905,-2.36969066,1.61740136,-1.52389908,-0.59549236,-3.85004663,8.57001019,-1.15676332,-2.82642794,-2.24248075,-1.80654907,-1.0038631,1.34736562,-1.60828447,1.11622059,2.42202282,-2.40564513,0.4205572,0.3728314,1.09989309,-1.1778183,-0.18439519,2.27239895,0.8052156,-0.0051403,2.20712519,-0.04006088,-1.73196983,0.81336153,-2.68390489,0.5490815,0.63105881,-1.31133854,2.07515049,-0.96894586,-0.23568401,0.7614677,1.29780698,0.29759076,-0.47680104,2.22901654,0.41520393,1.42021525,-0.97684598,-0.31077689,0.57070482,-0.56459963,-0.19550633,0.47534645,-0.82070041,0.5378105,-3.05304122,-0.44397664,-0.25895,-0.656515,0.42436087,0.27668095,-1.30396318,1.87232935,0.51235825,7
1725,5.47818899,-5.23185396,-3.00583959,1.53055799,0.48241258,0.85753262,-4.76968765,-3.60339665,2.11253476,2.27555776,6.99431992,-0.87325501,7.49732733,-4.74310303,-0.00491762,9.70266342,0.14282286,4.88111782,-1.43794417,0.29220915,-1.04909217,-4.52549839,-0.64318419,-1.49057508,0.11207455,-1.19580889,1.09665906,0.19813514,0.56822467,-1.11088002,1.12144327,3.00268984,-4.02758169,-0.80677897,-0.0403856,-2.83364701,-0.42329025,-0.52179152,-0.26800787,-0.2277815,0.13049066,2.40509319,-0.48168343,3.73815346,0.19919956,-0.51981533,-1.99582684,-0.40523028,-1.42065644,3.01062012,-3.01627541,2.45748711,-0.03503847,-0.61850262,1.10488868,-1.62515461,-0.21038365,-1.06022799,-0.52302396,-0.12675071,1.68369019,0.29752254,-1.93394363,0.89953685,9
1701,-0.17318141,-0.74111509,0.87888759,2.5740459,3.92132473,0.01746941,-6.73758793,-3.1756618,2.85128212,-12.88380623,-0.5078702,-3.53013635,1.2473017,-2.04664707,1.37130833,2.36423469,-1.79442358,3.75372672,-1.02474141,-0.72010374,-0.49314123,-2.56281734,0.0788582,4.62465382,-4.72495937,-1.8907969,-1.35218549,0.44548535,3.27576709,0.22480476,1.99007738,2.31144238,0.20972113,-0.62234455,-1.23550224,0.35361612,-3.03662062,0.63123024,-0.78463972,-2.11593318,-2.76630306,-2.05566072,-0.65134615,0.56312841,1.66794026,-0.31763086,-1.43188131,-1.33137059,-2.13229561,0.79237878,0.12628448,0.61155063,-0.76738572,0.06133056,1.66663516,0.30866051,0.5076673,0.07318786,-1.92403698,1.12979305,0.67541361,0.31196064,-0.19740415,1.21081817,9
1514,6.95625257,8.41319752,11.13384819,0.10184076,-0.21143842,-3.82800937,-0.08533406,-0.83151674,13.94355774,0.59944224,-0.53651333,2.59047604,2.94302416,-1.44059038,-1.99285698,0.29777884,2.10992479,-1.74426591,1.67605662,0.76385927,-1.41093338,-0.38668436,-0.78313422,-3.09724593,-1.6553781,0.29706267,0.45766169,2.80338883,0.08503485,1.05884612,-2.40817451,3.7910037,3.75585723,1.56996632,-0.04256809,0.7296207,0.59296298,0.20310485,0.74293005,0.19680828,-2.79658127,-0.65430456,-0.8392837,0.70933622,0.56610644,-0.91450536,1.06555152,0.22429633,0.34685951,0.23244965,0.83124107,1.10492826,1.22262335,0.74485964,1.28932488,-0.27143931,0.9731766,0.1415801,0.60537189,-0.53071964,-1.2900238,-1.26762986,-0.50927359,-1.09557486,8
1103,7.6658473,-4.28802395,2.3728931,-6.41798353,0.74132633,0.70308071,-4.1595273,4.49051094,-3.70002317,-0.12368089,5.82631779,7.33008766,2.05787659,-0.26898995,-2.42601538,2.65091968,0.26508689,0.66338038,-5.18345165,2.83661556,-0.98526847,-1.10958338,1.14698601,-1.65244937,-2.7380352,-1.9777149,-0.31593341,2.60070038,0.69683719,2.27417707,-2.45716095,2.77842569,-2.53613234,3.76940131,-0.71720541,1.10953462,-1.0469147,0.38927901,1.60526025,-0.64974511,1.03803778,-1.57516682,2.06231761,1.05773473,-1.71578705,-3.03536034,1.02753055,-2.44279408,-0.0476113,-0.13692439,-1.51092815,1.64109302,1.70434141,0.77257347,-1.38726997,1.43642402,-2.25319386,0.1575236,-0.71877372,0.92788017,0.04541944,0.92314011,-0.93401915,0.47964174,6
327,-4.23652172,1.18706465,-5.49249125,-5.82983065,6.88585758,0.01819479,9.81461525,-1.40893698,-1.49498129,-4.65338993,2.4735353,7.03474092,-0.46420336,-2.77364659,2.14151859,-3.48112965,3.07771659,8.75007629,-1.2215836,-2.99171662,-2.13181257,-0.53221816,-2.03661823,-2.01762295,-2.09394741,-6.11447716,-2.98526716,-2.30052567,0.7039845,2.73967552,1.29088831,-0.18802786,-0.41326404,0.17937297,-2.89240885,1.57853472,0.64009428,2.83474827,-2.29168653,-1.81818533,-0.71827829,0.55044955,-1.84380984,-0.04204274,-2.05922079,-0.50748485,1.47044694,-0.05347538,2.55862761,0.79971528,0.12386356,-0.50196624,-0.03550935,-0.93276024,0.16718596,0.06212574,-0.01134491,1.75508153,-1.69606471,-1.01619756,-0.33666325,0.05909568,1.70020592,0.03295123,2
1176,-7.86465836,-2.91440058,1.33953488,-2.18469048,6.87777376,-1.48921347,1.96462071,-6.41287613,-3.88076639,-0.81165683,8.66915512,3.92142439,-0.36447001,1.1509403,-1.35815144,-4.76146936,0.78806615,0.8370018,-0.6956048,4.21268082,-3.28593445,-0.75562519,3.81668353,0.89705229,-3.923594,0.08872947,1.40594018,0.35278463,-0.92399979,-0.1321739,-0.16226017,0.32635689,-1.10183108,1.94278097,-0.36794162,2.4344027,-1.10802603,0.59907639,1.26294017,-2.34415245,2.42305946,3.8295269,3.69240093,-0.36445266,-1.38549912,-2.11338019,-1.28789055,1.79685199,2.10011339,0.666628,-0.0273786,0.25585201,2.1276226,-0.32514536,0.6311034,1.1862148,-1.12334442,0.84006768,-0.23894528,-1.03024769,-1.5918957,0.33765489,0.355093,-1.25205886,6
1622,-4.1123209,-1.64872921,4.71754026,1.38050628,6.82384968,1.53971922,-9.74260998,-5.32680225,-1.23593044,-7.5771265,1.46733606,-0.2657268,0.87657201,0.94835246,3.15517712,0.42052948,1.28923941,-0.4555707,-3.44787526,1.51953745,-4.22371626,-0.78207034,-0.56202531,0.58907056,-1.43646264,0.66830498,-0.12685111,-3.4252758,-0.05150414,1.81219161,-1.01430428,-1.52086365,1.70737398,-1.22973323,-2.94069624,-2.38631606,1.32002068,2.0171876,0.76638228,-0.6179207,0.01819038,1.36137056,2.26539707,-0.69204414,0.27324045,0.16539526,-1.0260272,0.54810929,0.81081051,1.54004061,0.16570958,-0.3914125,1.2280035,0.98304534,-0.9598698,-0.30484614,-0.15896749,-1.26385081,-0.13593343,-0.08169425,2.16761255,0.5595687,0.8065511,-1.26915991,9
1444,4.6774497,-7.92097139,3.02620316,3.44207263,4.36733961,4.37221766,0.65001106,-1.94208813,-4.85629606,-2.48999381,-6.50641346,2.34137869,5.05857563,-3.69261146,3.71854162,-2.80736637,1.44950414,2.64069295,-4.84863091,0.97901297,2.50676036,-2.36339355,2.06807375,-0.94878852,-1.00685608,-2.1603334,-0.05826169,-3.70663023,-1.08754683,2.85416412,-3.40726852,-0.78911221,0.91102988,-3.02121162,1.61341488,1.25946164,0.86218333,1.28953826,-0.11928988,2.04844451,-0.70297688,-0.59061813,-0.83040363,-3.96347928,-1.29105294,0.10515843,0.37601709,-0.3444128,0.57391161,0.42701316,-0.53702158,-0.85623574,1.83996224,0.84325099,0.16327482,-0.31723988,-0.63877487,0.60284424,-0.10251212,-0.4532302,0.32681787,0.75535089,1.18323398,0.47729009,8
248,7.83574533,7.49823189,-7.83227205,1.30632865,5.02099609,3.54702258,-7.04084587,-0.95050383,-0.77679491,-1.9966284,0.57234359,2.20151615,1.4670223,-0.41809562,-1.86263514,2.23101425,1.89435959,0.63061559,0.67919493,0.75528145,1.86636913,0.97559416,-1.17518783,-2.37173557,-0.54092062,2.71449828,1.67126024,-1.15582287,-0.15696669,-0.69685876,1.8070637,0.6996696,-1.56424296,1.66836655,-0.11432397,0.05545041,0.20154095,-2.44724441,-0.77583516,-0.92141205,0.80024493,-0.53628385,2.76813793,2.40358925,-0.59068143,-0.09470946,-1.02140677,-0.49231076,0.08225524,0.55662477,-1.41628599,0.19901711,-0.20073152,0.04502559,1.43605423,0.79551363,0.3232615,0.45951581,1.81849146,0.10665381,0.53231746,-0.0245412,-0.07394516,0.55026305,2
1462,13.42022419,-5.21070004,4.14737892,4.96651173,-1.20610666,4.30936813,1.48004127,-2.24777436,-0.04656124,0.24940252,-2.13028383,-5.49314308,3.76764655,-1.62085533,1.03706622,0.67435074,-1.72256303,2.01017594,-0.80611557,1.29372239,4.28943872,0.77626473,3.57725883,0.39479518,1.69331729,2.36032939,0.31888723,-1.46827269,0.55820107,-0.34128559,-3.09100199,0.76345563,0.4215709,0.95681584,0.03294343,-1.16127861,0.64056754,2.81829238,-0.04150236,0.57151806,-0.94568574,2.54698253,-1.16553497,-0.81875783,-1.85518205,-0.32416868,-0.3656562,-0.26630664,0.90417534,-1.42606854,1.5803411,-1.04390228,0.71246862,0.89898753,-0.44252235,-1.49450135,-0.05002141,0.79129207,0.98620695,-1.51131642,-0.94812399,-0.49253184,-0.31682631,-1.06839287,8
1906,0.61102295,-10.26734447,2.16519713,9.371665,8.71394634,-0.77616835,-3.53371048,0.18129218,-4.28215742,-3.44259477,0.15111089,4.92840099,-0.52919412,-3.13954496,1.96345949,-1.24142432,-3.1966815,0.70230174,-3.62867951,-1.76550579,1.35171461,-2.78118062,1.61270761,-0.88151979,0.48102796,-1.90978909,-1.25166261,-1.15590835,-0.83367491,1.81044662,-2.21223688,-0.73212993,2.34746647,-2.41352296,-1.15361476,-0.08030871,0.84234023,3.25602126,0.6000073,3.10394955,1.35922408,-0.36121053,0.03082615,-2.2597394,-2.00399303,-0.03017509,1.6939584,-1.25432134,0.32748991,-1.0306834,0.51173407,0.04861933,-0.89069319,-1.03521085,-0.12237018,-0.88013792,0.41411448,0.83416802,-0.8186729,-0.63449842,1.48512113,-0.07561168,1.2154969,-1.67637432,10
999,-11.66367722,-2.8136375,-5.96038198,-3.7443471,-0.19365799,7.47788239,4.42337513,-0.08651412,3.92202711,-7.49790239,2.10310197,3.06392002,0.42428118,1.15044057,-2.28411579,-3.1524272,4.35658169,1.71712255,-3.54388213,-4.1837759,0.29131925,-1.66395068,-0.11041555,2.04870224,-1.35493279,-6.33915472,-0.14693791,1.91861367,0.16183758,0.67016888,-1.01978838,0.47007537,-1.18846703,-2.6306119,-2.51557922,2.8807044,-1.45453596,1.57673776,-1.27492273,2.9856286,0.73250544,1.28853893,-2.97603059,-2.27631259,-1.04584634,2.24026322,0.75035411,-3.61226487,1.92274165,-0.70742083,0.41044396,-0.7933042,1.13023865,-0.25517642,0.34083134,0.85813475,-0.01646304,-1.38496101,-0.24918169,-1.49884653,0.55166268,-0.00092989,1.4861232,-0.2388972,5
1303,-15.76587486,2.17382097,-0.42239434,-6.11868572,0.54533136,-0.20563018,0.92923117,-4.82228374,1.45831871,-8.10809898,4.55978251,-0.39798617,-4.57298374,-1.63726926,-3.41297007,1.35973763,2.07112908,1.58472514,0.33088553,-1.59796667,-0.98932362,-1.66567659,2.75331759,0.90583324,-1.91329801,1.55308104,1.3660804,-0.9369635,2.46079874,0.89838958,-1.62688076,-0.29323769,1.11755455,1.56736767,-0.05286789,1.22631013,-1.45148134,-1.9795084,1.26370907,0.9395777,-1.29591513,0.24961077,-1.85897541,-0.49993759,0.11500525,-0.03043246,1.97803557,-1.17870879,-0.2916041,0.09174931,-0.62458605,-0.30723643,1.12065041,-0.56407547,-1.97718763,-0.17999977,0.4761622,-1.30589783,-1.15727341,-0.22530371,0.70088571,-0.84151679,-0.19606835,1.58372223,7
173,-7.30855894,-11.43759727,5.5561223,1.89116287,0.77934802,0.24238324,-2.24009371,-2.2775557,3.05209017,-5.29973316,-0.50818348,-0.77950311,2.28759193,-4.66766071,-2.9716177,-0.56015992,1.71102548,5.51482582,0.27521151,2.20681,-1.08499455,-1.18715024,1.35199988,1.68588972,-2.56424642,-1.73790967,4.01390457,0.25467885,-1.74715471,0.27657223,-0.36912596,1.19367671,-3.32453752,-1.57212877,-0.52411819,1.21791816,-1.3384186,1.81836891,0.12677228,0.56040812,-1.705935,0.41577744,1.16545379,0.78119773,-1.13699234,0.23030561,-2.98277712,-1.44125438,-2.8873601,0.15737498,-0.12189023,-2.09196925,0.91378903,2.7027812,2.39299011,1.82738805,0.37850761,-0.18321382,-0.36598825,0.21675062,-0.79894346,1.96179557,-1.0692724,-0.29224017,1
